id,summary_sentiment_score
3509,
7844,
10830,0.9848444377384988
16258,0.987434233819826
14711,0.1795515907317744
25698,0.03234367676331207
29087,0.30995077948351313
8510,0.2874526411323651
12491,0.03041075548147265
22688,0.9993843131233695
29955,0.43644641978060505
7828,
4383,0.16377453609912285
24960,0.10331869260804305
24743,0.9184929569659639
695,0.09525445148269024
20281,0.019598844484058908
6193,0.0029970002650111516
8350,0.045474817179008475
10971,
1374,0.8716716086651926
6,0.5573682049135468
13827,0.9367505700769757
24517,0.24580535665008207
12504,0.02087830315614403
21573,0.3300868368667442
8864,0.1908317715469986
11357,
13505,0.30430720867068517
14765,0.3927531061652939
4688,0.3633516047389469
17829,0.9489378615705633
15083,0.2278464940517425
5550,0.08865558225703185
8786,0.1400658875453321
24450,
24803,0.021600707110815964
9289,0.9502853797808373
14494,0.33469446966086724
10899,
22534,
12477,0.5348199281758914
4833,0.743818516828617
13184,0.16546430564410697
23823,0.9888109741044993
13117,0.03334478046542422
14998,0.07692499599466729
235,0.9995914184291771
11120,
5435,0.3248980984430079
8179,
2177,0.9843992797078706
18656,0.44767845850986676
5503,0.2586058531869273
22246,
1462,0.3956840072480632
8762,0.1908317715469986
20090,0.027945284164421436
30681,0.00010781146488081372
24654,0.5450941205874894
12028,0.07952229817312417
22273,
10545,0.3272278820267024
6727,0.17316905654574105
24593,0.7930533737524471
29527,0.028193063549373787
26891,0.028096013836040656
25401,0.17166447608127322
395,0.973466798400072
10881,
17129,0.316430888610216
27512,0.6979975932396048
20252,0.0029984437031598254
10869,
13625,0.9961273070285274
6995,0.2569886619240318
4696,0.9927186733482091
8188,0.14879791267398956
27149,0.3441960864284058
1199,0.9191501503472674
3788,
25498,0.005794969912427672
13437,0.16723312620536257
17646,0.9639031025956235
15555,0.5597409515822738
7846,
18946,0.8499084360869852
7212,
21397,0.5
28862,0.45957068440770177
6858,0.2640454394515578
26484,0.22910756512651675
13874,0.9989802652124989
20068,0.008319232369317198
25643,0.009812475280080002
5996,0.4028770865812733
29443,0.4165612151824317
7291,
5342,0.9105383869870485
2123,0.9381107196584697
26612,0.26483551124479876
19032,0.6570850825302882
11566,0.8244453193990726
12377,0.9078388859585852
3642,
10953,
13119,0.16546430564410697
21192,0.9999961501032969
26734,0.9652111441701874
29852,0.9986799964963683
26723,0.2836864218372883
5586,0.002687579472898327
27254,0.45957068440770177
10583,0.6857799890868512
29967,0.056331855525466046
30507,0.5712141173574532
29614,0.1818140068889566
6055,0.27763852273436873
3806,0.10023116214190286
1824,0.012649088446514467
14458,0.1912212189555429
610,0.39649036561138595
18715,0.3595255576993323
6298,0.15718494139621542
19228,0.469399121446262
3941,0.27863378188499
2366,0.5827122749201326
28111,0.6691945825737264
26927,0.2308283396275872
93,1.4036155763230695e-06
18865,0.18649144845675858
7329,
22602,
29735,0.12828035468423016
11045,
5633,0.3248980984430079
4216,0.9453308675120135
21145,0.40306518103660505
4522,0.7333383106646052
17460,0.8757177988176846
27596,1.0702527752926017e-10
12536,0.8572582240673485
21429,0.447678458509865
11736,
12029,0.0006418052677797936
25448,0.7244268033281729
10451,0.7496644749514348
4700,0.7642709336536191
29425,0.7795072839058627
3391,
14545,0.9891075457613616
4445,0.9543691874446619
12127,0.2201251462483935
20595,0.5
6249,0.42709439792967874
18231,0.7782758093134439
7251,0.04639721003755559
9348,0.23822441001087002
9015,0.13415328314406094
28221,0.9838098992657339
7851,
2877,0.19833643407290036
13502,0.6872069727951661
4411,0.23409788210543325
3143,0.7483807401684766
6603,0.574549474228723
3077,5.0818920293793646e-05
15507,0.7424995604187803
10628,0.28449589933490826
21014,0.6684703607484879
341,0.06922025337714788
26993,0.4782263944494282
27799,0.999065255065113
19686,
7128,0.5829813339424885
19787,
7779,
13660,0.2688207848424473
16921,0.3629032410305083
27953,0.626011556296689
29884,0.8073605022605499
29721,0.7998411764804264
28453,
2327,0.9991894766637244
10839,0.867856953614426
19888,
