id,distrust_proba,neutral_proba,trust_proba,trust
18011,0.00018967921606553493,0.025059249243992346,0.9747510715399421,1
43984,0.0001500470977731654,0.9961741638289018,0.003675789073325145,0
32299,0.00021025757774420354,0.9824517445934163,0.017337997828839363,0
16940,3.4391335732762734e-05,0.9820705717802424,0.01789503688402475,0
8405,3.422048835515376e-05,0.9947485726225354,0.005217206889109573,0
33256,3.194727345027773e-05,0.9963753863319323,0.003592666394617481,0
26579,5.192588353065824e-05,0.009638644711308514,0.9903094294051609,1
6805,0.9432510465871408,0.052989950685526505,0.003759002727332836,-1
11682,0.00021734224546878192,0.7603324310299812,0.23945022672455005,0
13334,0.00413561145054975,0.1238004931301317,0.8720638954193185,1
31824,0.00015344112753855462,0.9985736472382818,0.0012729116341797999,0
41488,0.8914401769098946,0.09804124251900301,0.010518580571102299,-1
36795,8.318387449548997e-05,0.9973604829658119,0.002556333159692735,0
31006,0.005419770294171937,0.3579947257603278,0.6365855039455003,1
16576,0.006055323422062588,0.04424913510070213,0.9496955414772352,1
24935,0.00011538235180750794,0.975964806166327,0.023919811481865644,0
24073,0.32489774795177334,0.3112171847343374,0.3638850673138893,1
12115,5.7243619801300385e-05,0.03960204644627455,0.9603407099339242,1
43748,0.00017616185400643746,0.9994892575898916,0.00033458055610207163,0
19065,0.00037145625241351613,0.024711064936143126,0.9749174788114433,1
30521,0.0006353411812486932,0.6004779532376756,0.3988867055810757,0
7064,0.00026266418469370447,0.44155149988952946,0.5581858359257769,1
12279,0.00011240024228240508,0.09092011266853517,0.9089674870891825,1
31768,0.00017368009782891037,0.9906389476485429,0.009187372253628269,0
12072,6.622758691720718e-05,0.9409031435389004,0.05903062887418239,0
38632,9.917800060886855e-05,0.9984248786639153,0.0014759433354758216,0
44216,0.0002510277267012058,0.9797759322053832,0.019973040067915667,0
28228,8.328294388676095e-05,0.9953123393163531,0.004604377739760215,0
41945,7.852584344668872e-05,0.9978494666888978,0.0020720074676553696,0
9507,0.00023211128977817846,0.7683251164298656,0.23144277228035628,0
24245,8.03119396826708e-05,0.022169285279103553,0.9777504027812137,1
5914,0.0004944670782719258,0.1191161970702429,0.8803893358514852,1
20448,0.0006439141231331253,0.5537386952661529,0.44561739061071387,0
11305,0.0002913149517780174,0.075275335750334,0.924433349297888,1
9536,0.00010093601683849201,0.979189294529039,0.020709769454122604,0
14012,0.009618949043082296,0.12906545160777833,0.8613155993491393,1
31240,2.6669250560162853e-05,0.9992869578532811,0.0006863728961587608,0
24586,0.000352803949040665,0.9980040873478586,0.001643108703100835,0
11524,3.278400852422875e-05,0.9984840847296168,0.0014831312618589353,0
41702,0.6230513646353099,0.36364392222283937,0.013304713141850714,-1
5961,0.0007465486397485706,0.011496702559767534,0.9877567488004839,1
37082,0.0001099860209297354,0.3281694609173317,0.6717205530617385,1
20397,0.5311519272554699,0.039092042123591096,0.4297560306209389,-1
26868,0.00010615664677447243,0.48730975685891825,0.5125840864943073,1
13424,3.7820807547761734e-05,0.9971299950708613,0.002832184121590959,0
8439,0.0010958244140921282,0.09388779811816325,0.9050163774677445,1
31572,0.002875651678206109,0.5069257300365788,0.49019861828521516,0
1776,0.0002557363363697936,0.9914262038611578,0.008318059802472548,0
9538,0.9485040074499412,0.05035412206467007,0.0011418704853886025,-1
12938,7.993080066096677e-05,0.9968489012928943,0.0030711679064446672,0
9916,9.905137673299546e-05,0.04760530455773037,0.9522956440655367,1
42471,0.0001544648710761718,0.9981565272409862,0.0016890078879375273,0
